# DESCRIPTION:
# Reference: S.O. Rasmussen, P.M. Abbott, T. Blunier, A.J. Bourne, E. Brook, S.L. Buchardt, C. Buizert, J. Chappellaz, H.B. Clausen, E. Cook, D. Dahl-Jensen, S.M. Davies, M. Guillevic, S. Kipfstuhl, T. Laepple, I.K. Seierstad, J.P. Severinghaus, J.P. Steffensen, C. Stowasser, A. Svensson, P. Vallelonga, B.M. Vinther, F. Wilhelms, and M. Winstrup (2013): A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Clim. Past, 9, 2713–2730, https://doi.org/10.5194/cp-9-2713-2013.
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

NEEM depth [m],Age of ice [ka b2k],Age of gas [ka b2k],d15N [‰]
712.94,3.749,3572.54,0.25
713.63,3.754,3577.6,0.26
714.45,3.759,3582.57,0.27
715.28,3.764,3587.47,0.28
715.96,3.769,3592.53,0.28
716.65,3.774,3597.65,0.29
717.38,3.779,3602.58,0.29
718.16,3.784,3607.52,0.28
718.85,3.789,3612.54,0.27
719.58,3.794,3617.39,0.26
720.36,3.799,3622.2,0.26
721.05,3.804,3627.06,0.26
721.78,3.809,3632.07,0.27
722.56,3.814,3637.04,0.27
723.39,3.819,3641.97,0.27
724.08,3.824,3646.98,0.28
724.76,3.829,3651.95,0.28
725.59,3.834,3656.82,0.28
726.28,3.839,3661.93,0.28
726.96,3.844,3667.26,0.28
727.93,3.849,3672.6,0.27
728.75,3.854,3677.97,0.28
729.48,3.859,3683.37,0.27
730.26,3.864,3688.43,0.26
730.95,3.869,3693.34,0.26
731.68,3.874,3698.1,0.27
732.46,3.879,3702.96,0.28
733.15,3.884,3707.73,0.29
733.98,3.889,3712.59,0.28
734.58,3.894,3717.46,0.28
735.35,3.899,3722.31,0.28
736.08,3.904,3726.89,0.28
736.78,3.909,3731.57,0.28
737.41,3.914,3736.17,0.28
738.1,3.919,3740.53,0.28
738.76,3.924,3745.03,0.28
739.34,3.929,3749.7,0.27
740.03,3.934,3754.33,0.27
740.85,3.939,3758.93,0.27
741.54,3.944,3763.78,0.28
742.17,3.949,3768.65,0.28
742.87,3.954,3773.58,0.28
743.6,3.959,3778.74,0.28
744.33,3.964,3784.12,0.28
745.25,3.969,3789.61,0.28
745.98,3.974,3795.26,0.28
746.76,3.979,3800.76,0.27
747.59,3.984,3805.95,0.27
748.28,3.989,3810.86,0.26
748.88,3.994,3815.36,0.27
749.51,3.999,3819.42,0.27
750.02,4.004,3823.76,0.27
750.53,4.009,3828.41,0.27
751.3,4.014,3833.48,0.27
752.13,4.019,3838.85,0.27
753.09,4.024,3844.43,0.27
753.78,4.029,3849.92,0.27
754.46,4.034,3855.44,0.27
755.29,4.039,3861,0.28
756.07,4.044,3866.67,0.27
756.94,4.049,3872.67,0.28
757.72,4.054,3878.63,0.28
758.63,4.059,3884.38,0.27
759.41,4.064,3889.83,0.27
760.1,4.069,3895.05,0.27
760.79,4.074,3900.1,0.26
761.48,4.079,3905.19,0.26
762.16,4.084,3910.33,0.26
762.99,4.089,3915.71,0.26
763.77,4.094,3921.08,0.26
764.5,4.099,3926.51,0.26
765.33,4.104,3931.82,0.27
766.15,4.109,3936.87,0.27
766.84,4.114,3941.54,0.27
767.53,4.119,3945.98,0.27
768.13,4.124,3950.37,0.28
768.76,4.129,3954.76,0.28
769.45,4.134,3959.09,0.28
770.28,4.139,3963.58,0.28
770.96,4.144,3968.07,0.29
771.54,4.149,3972.62,0.29
772.2,4.154,3977.18,0.3
773.03,4.159,3981.77,0.29
773.71,4.164,3986.44,0.28
774.4,4.169,3991.27,0.28
774.95,4.174,3996.31,0.28
775.68,4.179,4001.49,0.28
776.46,4.184,4006.48,0.28
777.15,4.189,4011.44,0.28
777.88,4.194,4016.19,0.27
778.36,4.199,4020.65,0.27
778.98,4.204,4024.96,0.27
779.68,4.209,4029.56,0.28
780.31,4.214,4034.5,0.29
781,4.219,4039.48,0.29
781.83,4.224,4044.49,0.28
782.43,4.229,4049.55,0.27
783.06,4.234,4054.64,0.25
783.75,4.239,4059.87,0.25
784.58,4.244,4064.98,0.26
785.4,4.249,4070.13,0.27
785.95,4.254,4075.25,0.28
786.64,4.259,4080.11,0.28
787.33,4.264,4084.74,0.28
787.93,4.269,4089.4,0.28
788.48,4.274,4094.32,0.27
789.11,4.279,4099.35,0.27
789.98,4.284,4104.67,0.26
790.76,4.289,4110.07,0.26
791.45,4.294,4115.71,0.27
792.14,4.299,4121.29,0.27
792.92,4.304,4126.7,0.27
793.76,4.309,4132.01,0.27
794.34,4.314,4137.15,0.27
794.97,4.319,4142.12,0.27
795.67,4.324,4147.11,0.27
796.4,4.329,4152.11,0.28
797.09,4.334,4157.17,0.28
797.78,4.339,4162.09,0.28
798.46,4.344,4166.84,0.28
799.04,4.349,4171.4,0.28
799.7,4.354,4175.91,0.28
800.25,4.359,4180.58,0.28
800.94,4.364,4185.24,0.28
801.63,4.369,4189.86,0.27
802.23,4.374,4194.46,0.27
802.86,4.379,4199.03,0.28
803.44,4.384,4203.85,0.28
804.24,4.389,4208.92,0.28
805.02,4.394,4213.95,0.28
805.75,4.399,4219.16,0.28
806.44,4.404,4224.53,0.27
807.13,4.409,4229.87,0.27
807.95,4.414,4235.01,0.28
808.64,4.419,4240.21,0.28
809.33,4.424,4245.37,0.29
810.01,4.429,4250.38,0.29
810.7,4.434,4255.12,0.28
811.36,4.439,4259.83,0.28
811.91,4.444,4264.57,0.28
812.49,4.449,4269.49,0.27
813.18,4.454,4274.54,0.27
814,4.459,4279.6,0.26
814.77,4.464,4284.48,0.27
815.38,4.469,4289.2,0.29
815.98,4.474,4293.6,0.3
816.53,4.479,4297.72,0.3
817.08,4.484,4302.08,0.29
817.63,4.489,4306.52,0.28
818.26,4.494,4311.16,0.26
818.95,4.499,4315.8,0.26
819.5,4.504,4320.5,0.26
820.16,4.509,4325.02,0.26
820.71,4.514,4329.34,0.27
821.26,4.519,4333.55,0.28
821.81,4.524,4337.87,0.29
822.39,4.529,4342.44,0.29
823.02,4.534,4347.23,0.29
823.63,4.539,4352.22,0.28
824.31,4.544,4357.36,0.28
825,4.549,4362.46,0.27
825.69,4.554,4367.69,0.27
826.32,4.559,4373.13,0.27
827.02,4.564,4378.57,0.27
827.75,4.569,4384.01,0.27
828.41,4.574,4389.49,0.27
829.03,4.579,4394.78,0.26
829.73,4.584,4400.16,0.26
830.36,4.589,4405.47,0.26
831.16,4.594,4411.03,0.26
831.74,4.599,4416.47,0.27
832.43,4.604,4422.14,0.27
833.03,4.609,4428.03,0.27
833.66,4.614,4434.05,0.27
834.53,4.619,4439.94,0.26
835.23,4.624,4445.71,0.25
835.86,4.629,4451.2,0.26
836.44,4.634,4456.39,0.27
836.99,4.639,4461.61,0.29
837.65,4.644,4466.9,0.29
838.38,4.649,4472.26,0.28
839.16,4.654,4477.61,0.27
839.85,4.659,4482.8,0.27
840.4,4.664,4487.81,0.26
841.09,4.669,4492.64,0.26
841.78,4.674,4497.09,0.26
842.46,4.679,4501.4,0.27
843.04,4.684,4505.41,0.27
843.52,4.689,4509.4,0.27
844.03,4.694,4513.45,0.28
844.66,4.699,4517.76,0.28
845.35,4.704,4522.29,0.27
846.04,4.709,4527.1,0.27
846.67,4.714,4531.95,0.26
847.28,4.719,4536.62,0.26
847.88,4.724,4541.53,0.26
848.51,4.729,4546.66,0.26
849.2,4.734,4552.07,0.27
850.03,4.739,4557.29,0.28
850.71,4.744,4562.25,0.28
851.29,4.749,4567,0.28
851.71,4.754,4571.76,0.28
852.23,4.759,4576.49,0.28
853.19,4.764,4581.69,0.28
853.88,4.769,4587.35,0.28
854.7,4.774,4593.19,0.29
855.36,4.779,4598.89,0.28
855.98,4.784,4604.64,0.28
856.76,4.789,4610.19,0.28
857.45,4.794,4615.54,0.28
858.14,4.799,4621.04,0.28
858.77,4.804,4626.19,0.28
859.38,4.809,4631.37,0.28
860.06,4.814,4636.59,0.28
860.75,4.819,4641.62,0.28
861.3,4.824,4646.63,0.28
861.85,4.829,4651.8,0.28
862.54,4.834,4656.74,0.27
863.17,4.839,4661.72,0.26
863.72,4.844,4666.85,0.25
864.33,4.849,4671.9,0.25
865.01,4.854,4676.92,0.24
865.59,4.859,4682.25,0.25
866.14,4.864,4687.94,0.25
866.94,4.869,4693.13,0.27
867.72,4.874,4698.69,0.28
868.34,4.879,4704.02,0.29
868.89,4.884,4709.03,0.29
869.55,4.889,4713.77,0.28
870.1,4.894,4718.53,0.28
870.65,4.899,4723.18,0.28
871.31,4.904,4727.69,0.28
871.86,4.909,4731.93,0.27
872.44,4.914,4735.92,0.27
873.07,4.919,4739.78,0.27
873.68,4.924,4743.56,0.27
874.28,4.929,4747.57,0.27
874.91,4.934,4751.67,0.27
875.6,4.939,4755.99,0.28
876.15,4.944,4760.36,0.28
876.7,4.949,4764.89,0.28
877.16,4.954,4769.45,0.28
877.8,4.959,4774.26,0.28
878.49,4.964,4779.12,0.27
879.12,4.969,4784.04,0.27
879.67,4.974,4789.05,0.26
880.28,4.979,4794.17,0.26
880.96,4.984,4799.33,0.26
881.65,4.989,4804.83,0.26
882.2,4.994,4810.21,0.26
882.97,4.999,4815.47,0.26
883.52,5.004,4820.61,0.27
884.07,5.009,4825.52,0.26
884.68,5.014,4830.55,0.26
885.28,5.019,4835.87,0.26
885.91,5.024,4841.23,0.26
886.71,5.029,4846.57,0.27
887.29,5.034,4851.93,0.28
887.92,5.039,4857.17,0.28
888.53,5.044,4862.29,0.27
889.21,5.049,4867.51,0.27
889.79,5.054,4872.69,0.27
890.45,5.059,4877.77,0.28
891.09,5.064,4882.81,0.27
891.55,5.069,4887.87,0.27
892.21,5.074,4892.91,0.26
892.79,5.079,4897.9,0.26
893.42,5.084,4903.19,0.26
894.03,5.089,4908.47,0.26
894.71,5.094,4913.99,0.26
895.29,5.099,4919.83,0.26
895.95,5.104,4925.98,0.27
896.78,5.109,4932.07,0.27
897.6,5.114,4938.21,0.27
898.29,5.119,4944.05,0.27
898.92,5.124,4949.62,0.27
899.53,5.129,4954.83,0.27
900.13,5.134,4959.71,0.27
900.76,5.139,4964.45,0.27
901.34,5.144,4969.41,0.27
901.89,5.149,4974.68,0.27
902.55,5.154,4980.01,0.27
903.47,5.159,4985.41,0.27
904.31,5.164,4990.98,0.27
904.93,5.169,4996.4,0.27
905.71,5.174,5001.53,0.27
906.29,5.179,5006.59,0.27
906.95,5.184,5011.86,0.27
907.64,5.189,5016.7,0.28
908.27,5.194,5021.4,0.28
908.82,5.199,5026.3,0.28
909.37,5.204,5031.18,0.28
910.07,5.209,5036.03,0.28
910.69,5.214,5041.16,0.28
911.35,5.219,5046.5,0.28
912.04,5.224,5051.61,0.28
912.73,5.229,5056.88,0.28
913.33,5.234,5062.24,0.28
914.1,5.239,5067.47,0.28
914.79,5.244,5072.43,0.28
915.42,5.249,5077.34,0.28
915.97,5.254,5082.22,0.28
916.52,5.259,5086.7,0.28
917.13,5.264,5091.3,0.28
917.73,5.269,5096.13,0.28
918.36,5.274,5100.7,0.28
919.05,5.279,5105.3,0.28
919.51,5.284,5109.79,0.28
920.15,5.289,5114.33,0.28
920.7,5.294,5118.65,0.28
921.36,5.299,5123.27,0.28
921.91,5.304,5127.8,0.28
922.49,5.309,5132.52,0.28
923.12,5.314,5137.22,0.28
923.73,5.319,5142.14,0.28
924.33,5.324,5146.76,0.28
924.88,5.329,5151.4,0.28
925.43,5.334,5155.99,0.28
926.06,5.339,5160.43,0.28
926.75,5.344,5164.75,0.27
927.14,5.349,5169.22,0.28
927.71,5.354,5173.76,0.28
928.29,5.359,5178.81,0.28
928.95,5.364,5184.3,0.29
929.68,5.369,5189.84,0.28
930.46,5.374,5195.34,0.28
931.04,5.379,5200.63,0.28
931.52,5.384,5205.71,0.28
932.11,5.389,5210.71,0.28
932.8,5.394,5215.96,0.28
933.49,5.399,5221.38,0.28
934.18,5.404,5227,0.27
934.78,5.409,5232.37,0.26
935.41,5.414,5237.83,0.26
936.1,5.419,5242.93,0.27
936.74,5.424,5248,0.27
937.2,5.429,5253.03,0.27
937.86,5.434,5258.07,0.27
938.44,5.439,5263.08,0.27
939.07,5.444,5268.14,0.28
939.68,5.449,5273.34,0.27
940.28,5.454,5278.96,0.27
940.91,5.459,5284.44,0.27
941.74,5.464,5289.81,0.27
942.37,5.469,5295.26,0.27
942.92,5.474,5300.55,0.27
943.53,5.479,5305.57,0.27
944.13,5.484,5310.65,0.27
944.76,5.489,5315.85,0.27
945.34,5.494,5321.05,0.27
946,5.499,5326.17,0.27
946.55,5.504,5331.17,0.27
947.21,5.509,5336.1,0.27
947.76,5.514,5341.07,0.28
948.34,5.519,5346.03,0.28
949.03,5.524,5351.01,0.28
949.71,5.529,5356.14,0.29
950.29,5.534,5360.95,0.29
950.84,5.539,5365.7,0.28
951.39,5.544,5370.51,0.28
952.05,5.549,5375.41,0.27
952.6,5.554,5380.58,0.27
953.29,5.559,5385.67,0.27
953.98,5.564,5390.58,0.28
954.53,5.569,5395.21,0.28
955.08,5.574,5399.58,0.28
955.63,5.579,5403.61,0.28
956.12,5.584,5407.66,0.27
956.67,5.589,5412.05,0.27
957.22,5.594,5416.67,0.26
957.92,5.599,5421.63,0.26
958.54,5.604,5426.67,0.27
959.2,5.609,5431.59,0.27
959.75,5.614,5436.09,0.27
960.3,5.619,5440.73,0.28
960.76,5.624,5445.28,0.28
961.4,5.629,5449.67,0.28
962.06,5.634,5454,0.28
962.59,5.639,5458.57,0.28
963.05,5.644,5463.16,0.28
963.6,5.649,5467.69,0.28
964.26,5.654,5472.46,0.28
964.81,5.659,5477.62,0.28
965.39,5.664,5482.92,0.27
966.02,5.669,5487.96,0.27
966.57,5.674,5493.06,0.27
967.12,5.679,5498.29,0.27
967.73,5.684,5503.52,0.27
968.33,5.689,5508.54,0.27
968.88,5.694,5513.57,0.27
969.38,5.699,5518.28,0.27
969.83,5.704,5523.04,0.27
970.31,5.709,5527.82,0.27
970.89,5.714,5532.68,0.27
971.52,5.719,5537.77,0.27
972.07,5.724,5542.99,0.26
972.62,5.729,5548.13,0.26
973.13,5.734,5553.16,0.26
973.64,5.739,5558.28,0.26
974.27,5.744,5563.72,0.26
974.88,5.749,5569.34,0.27
975.56,5.754,5575.04,0.27
976.25,5.759,5580.66,0.27
976.8,5.764,5586.26,0.28
977.26,5.769,5591.43,0.28
977.79,5.774,5596.28,0.28
978.34,5.779,5601.35,0.28
978.89,5.784,5606.6,0.27
979.55,5.789,5611.73,0.26
980.1,5.794,5616.86,0.26
980.65,5.799,5621.87,0.26
981.2,5.804,5626.69,0.26
981.75,5.809,5631.57,0.26
982.21,5.814,5636.53,0.26
982.85,5.819,5641.52,0.27
983.51,5.824,5646.68,0.28
984.06,5.829,5652.22,0.28
984.64,5.834,5657.69,0.29
985.27,5.839,5663.04,0.29
985.82,5.844,5668.51,0.28
986.37,5.849,5673.92,0.27
986.98,5.854,5679.16,0.26
987.58,5.859,5684.29,0.26
988.21,5.864,5689.53,0.26
988.72,5.869,5694.64,0.27
989.31,5.874,5699.88,0.27
989.89,5.879,5705.2,0.28
990.55,5.884,5710.81,0.29
991.1,5.889,5716.4,0.29
991.87,5.894,5721.87,0.28
992.48,5.899,5727.19,0.28
993.08,5.904,5732.42,0.27
993.58,5.909,5737.51,0.27
994.13,5.914,5742.41,0.27
994.81,5.919,5747.05,0.27
995.39,5.924,5751.73,0.27
995.87,5.929,5756.38,0.27
996.38,5.934,5760.77,0.27
997.01,5.939,5764.82,0.27
997.52,5.944,5768.83,0.27
997.94,5.949,5772.78,0.28
998.36,5.954,5776.34,0.28
998.88,5.959,5779.99,0.29
999.27,5.964,5784.14,0.3
999.9,5.969,5788.55,0.3
1000.56,5.974,5793.04,0.3
1001.09,5.979,5797.44,0.3
1001.55,5.984,5802.06,0.3
1002.01,5.989,5806.36,0.29
1002.65,5.994,5810.93,0.29
1003.2,5.999,5815.6,0.29
1003.75,6.004,5820.38,0.29
1004.41,6.009,5825.35,0.29
1004.96,6.014,5830.21,0.3
1005.54,6.019,5834.98,0.3
1006.17,6.024,5839.55,0.31
1006.68,6.029,5843.99,0.31
1007.16,6.034,5848.16,0.31
1007.69,6.039,5852.31,0.3
1008.15,6.044,5856.39,0.3
1008.7,6.049,5860.73,0.29
1009.16,6.054,5865.51,0.29
1009.8,6.059,5870.35,0.29
1010.49,6.064,5875.08,0.29
1011.08,6.069,5879.96,0.29
1011.54,6.074,5884.93,0.29
1012,6.079,5889.78,0.29
1012.69,6.084,5894.59,0.29
1013.32,6.089,5899.44,0.28
1013.83,6.094,5904.34,0.27
1014.31,6.099,5908.76,0.27
1014.86,6.104,5913.03,0.26
1015.39,6.109,5917.12,0.26
1015.85,6.114,5921.38,0.26
1016.31,6.119,5925.72,0.27
1016.84,6.124,5930.37,0.27
1017.5,6.129,5935.12,0.27
1018.05,6.134,5939.89,0.27
1018.51,6.139,5944.6,0.27
1018.97,6.144,5949.61,0.27
1019.48,6.149,5954.98,0.27
1020.25,6.154,5960.57,0.27
1020.8,6.159,5966.49,0.27
1021.57,6.164,5972.48,0.27
1022.18,6.169,5977.7,0.27
1022.69,6.174,5982.71,0.27
1023.11,6.179,5987.16,0.27
1023.64,6.184,5991.16,0.27
1024.1,6.189,5995.17,0.28
1024.49,6.194,5999.48,0.28
1024.98,6.199,6004.1,0.28
1025.53,6.204,6008.96,0.28
1026.16,6.209,6013.97,0.28
1026.67,6.214,6019.14,0.27
1027.13,6.219,6024.85,0.27
1027.62,6.224,6030.77,0.27
1028.23,6.229,6036.99,0.27
1028.91,6.234,6043.4,0.27
1029.49,6.239,6049.77,0.26
1029.97,6.244,6055.78,0.26
1030.56,6.249,6061.41,0.26
1031.07,6.254,6067.16,0.25
1031.58,6.259,6073.17,0.26
1032.21,6.264,6079.65,0.26
1032.9,6.269,6086.07,0.26
1033.59,6.274,6092.3,0.27
1034.18,6.279,6098.37,0.26
1034.64,6.284,6104.35,0.26
1035.1,6.289,6109.73,0.26
1035.65,6.294,6115.12,0.26
1036.31,6.299,6120.7,0.26
1036.86,6.304,6126.17,0.26
1037.44,6.309,6131.45,0.27
1038.03,6.314,6136.56,0.27
1038.49,6.319,6141.79,0.27
1038.95,6.324,6146.59,0.27
1039.59,6.329,6151.42,0.28
1040.05,6.334,6156.45,0.28
1040.6,6.339,6161.54,0.28
1041.15,6.344,6166.92,0.28
1041.7,6.349,6172.8,0.28
1042.25,6.354,6179.05,0.28
1042.98,6.359,6185.14,0.28
1043.68,6.364,6191.54,0.28
1044.23,6.369,6196.68,0.29
1044.78,6.374,6201.54,0.29
1045.24,6.379,6206.25,0.29
1045.66,6.384,6210.69,0.29
1046.24,6.389,6215.26,0.29
1046.83,6.394,6219.87,0.28
1047.31,6.399,6224.69,0.28
1047.89,6.404,6229.52,0.28
1048.52,6.409,6234.36,0.28
1049.07,6.414,6239.33,0.29
1049.62,6.419,6243.93,0.29
1050.17,6.424,6248.68,0.29
1050.68,6.429,6253.48,0.29
1051.19,6.434,6258.47,0.29
1051.82,6.439,6263.14,0.29
1052.37,6.444,6267.88,0.29
1052.88,6.449,6272.42,0.29
1053.34,6.454,6276.78,0.29
1053.8,6.459,6281.27,0.29
1054.26,6.464,6285.96,0.29
1054.9,6.469,6290.94,0.29
1055.56,6.474,6295.94,0.29
1056.11,6.479,6300.78,0.29
1056.63,6.484,6305.21,0.29
1057.02,6.489,6309.5,0.29
1057.54,6.494,6313.66,0.29
1057.96,6.499,6317.94,0.29
1058.42,6.504,6322.57,0.29
1058.97,6.509,6327.21,0.29
1059.58,6.514,6332.06,0.29
1060.13,6.519,6337.26,0.29
1060.68,6.524,6342.36,0.29
1061.28,6.529,6347.15,0.29
1061.78,6.534,6352.06,0.29
1062.27,6.539,6356.8,0.29
1062.76,6.544,6361.5,0.28
1063.15,6.549,6366.27,0.28
1063.79,6.554,6371.24,0.28
1064.25,6.559,6376.29,0.28
1064.8,6.564,6381.63,0.28
1065.35,6.569,6387.01,0.28
1065.9,6.574,6392.64,0.28
1066.45,6.579,6398.16,0.28
1067,6.584,6403.52,0.28
1067.55,6.589,6408.65,0.28
1068.01,6.594,6413.67,0.28
1068.47,6.599,6418.76,0.28
1068.98,6.604,6423.66,0.28
1069.61,6.609,6428.59,0.28
1070.06,6.614,6433.85,0.28
1070.58,6.619,6439.09,0.28
1071.13,6.624,6444.35,0.28
1071.68,6.629,6450.03,0.28
1072.36,6.634,6455.8,0.28
1072.94,6.639,6461.32,0.28
1073.49,6.644,6466.81,0.28
1073.97,6.649,6471.96,0.28
1074.48,6.654,6477.15,0.28
1075.03,6.659,6482.07,0.28
1075.53,6.664,6487.11,0.28
1076.02,6.669,6492.16,0.28
1076.53,6.674,6497.19,0.28
1077.01,6.679,6502.07,0.28
1077.59,6.684,6507.22,0.28
1078.18,6.689,6512.57,0.29
1078.69,6.694,6517.78,0.29
1079.32,6.699,6522.97,0.29
1079.87,6.704,6528.19,0.29
1080.42,6.709,6533.55,0.29
1080.97,6.714,6538.79,0.29
1081.52,6.719,6544.29,0.29
1082.07,6.724,6549.63,0.29
1082.62,6.729,6555.28,0.29
1083.23,6.734,6560.82,0.29
1083.83,6.739,6566.29,0.29
1084.46,6.744,6571.58,0.29
1085.04,6.749,6576.79,0.29
1085.52,6.754,6581.81,0.29
1086.03,6.759,6586.73,0.29
1086.58,6.764,6591.53,0.29
1087.13,6.769,6596.51,0.29
1087.68,6.774,6601.62,0.29
1088.23,6.779,6606.75,0.29
1088.86,6.784,6611.63,0.29
1089.37,6.789,6616.43,0.29
1089.83,6.794,6620.94,0.29
1090.28,6.799,6625.41,0.29
1090.76,6.804,6629.61,0.29
1091.29,6.809,6634.09,0.29
1091.75,6.814,6639.05,0.29
1092.3,6.819,6644.22,0.29
1092.96,6.824,6649.3,0.29
1093.51,6.829,6654.32,0.29
1094.03,6.834,6659.4,0.29
1094.42,6.839,6664.21,0.29
1095.05,6.844,6668.96,0.29
1095.6,6.849,6673.76,0.29
1096.15,6.854,6678.72,0.29
1096.61,6.859,6683.64,0.29
1097.07,6.864,6688.31,0.29
1097.58,6.869,6693.04,0.29
1098.13,6.874,6698.04,0.29
1098.68,6.879,6703.09,0.29
1099.23,6.884,6708.29,0.29
1099.78,6.889,6713.53,0.29
1100.41,6.894,6718.7,0.29
1100.99,6.899,6723.6,0.29
1101.47,6.904,6728.62,0.29
1101.98,6.909,6733.67,0.29
1102.53,6.914,6738.96,0.29
1103.16,6.919,6744.51,0.29
1103.85,6.924,6750.29,0.29
1104.31,6.929,6756.07,0.29
1104.95,6.934,6761.57,0.29
1105.5,6.939,6766.74,0.29
1105.96,6.944,6771.63,0.29
1106.42,6.949,6776.01,0.29
1106.88,6.954,6780.25,0.29
1107.33,6.959,6784.6,0.29
1107.79,6.964,6788.87,0.29
1108.25,6.969,6793.07,0.29
1108.8,6.974,6797.45,0.29
1109.19,6.979,6801.94,0.29
1109.68,6.984,6806.4,0.29
1110.18,6.989,6810.59,0.29
1110.63,6.994,6815.32,0.29
1111.11,6.999,6820.06,0.29
1111.66,7.004,6825.11,0.29
1112.21,7.009,6830.31,0.29
1112.76,7.014,6835.55,0.29
1113.29,7.019,6840.61,0.29
1113.75,7.024,6845.75,0.29
1114.3,7.029,6850.85,0.29
1114.85,7.034,6855.73,0.29
1115.4,7.039,6860.55,0.29
1115.86,7.044,6865.46,0.29
1116.32,7.049,6870.22,0.29
1116.78,7.054,6874.77,0.29
1117.27,7.059,6879.35,0.29
1117.76,7.064,6884.08,0.29
1118.15,7.069,6888.86,0.29
1118.7,7.074,6893.76,0.29
1119.25,7.079,6899.07,0.29
1119.71,7.084,6904.59,0.29
1120.35,7.089,6910.17,0.29
1120.9,7.094,6915.73,0.29
1121.45,7.099,6921.41,0.29
1122,7.104,6926.94,0.29
1122.55,7.109,6932.92,0.29
1123.24,7.114,6938.97,0.28
1123.87,7.119,6945.14,0.28
1124.38,7.124,6951.27,0.28
1124.86,7.129,6957.02,0.28
1125.41,7.134,6962.29,0.29
1125.94,7.139,6967.27,0.29
1126.4,7.144,6972.25,0.29
1126.95,7.149,6976.76,0.29
1127.41,7.154,6981.54,0.29
1127.94,7.159,6986.52,0.29
1128.49,7.164,6991.02,0.29
1128.97,7.169,6995.63,0.29
1129.43,7.174,7000.35,0.29
1129.92,7.179,7004.81,0.29
1130.43,7.184,7009.4,0.29
1130.91,7.189,7014.14,0.29
1131.46,7.194,7019.1,0.29
1131.99,7.199,7024.15,0.29
1132.45,7.204,7029.16,0.29
1133,7.209,7034.13,0.29
1133.46,7.214,7039.09,0.3
1133.99,7.219,7043.99,0.3
1134.47,7.224,7048.95,0.3
1134.98,7.229,7054.06,0.3
1135.53,7.234,7059.15,0.3
1136.08,7.239,7064.17,0.3
1136.58,7.244,7069.13,0.3
1137.03,7.249,7073.92,0.3
1137.51,7.254,7078.53,0.3
1138.04,7.259,7082.96,0.3
1138.5,7.264,7087.38,0.3
1138.96,7.269,7091.87,0.3
1139.42,7.274,7096.17,0.3
1139.88,7.279,7100.54,0.3
1140.33,7.284,7105.15,0.3
1140.81,7.289,7109.81,0.3
1141.34,7.294,7114.28,0.3
1141.8,7.299,7118.99,0.3
1142.26,7.304,7123.95,0.3
1142.79,7.309,7128.97,0.29
1143.45,7.314,7134.35,0.29
1143.91,7.319,7140.13,0.29
1144.44,7.324,7146.14,0.29
1145.1,7.329,7151.71,0.29
1145.65,7.334,7157.13,0.29
1146.04,7.339,7162.47,0.29
1146.53,7.344,7167.64,0.29
1147.03,7.349,7172.73,0.29
1147.58,7.354,7178.2,0.29
1148.13,7.359,7183.9,0.29
1148.68,7.364,7189.66,0.29
1149.28,7.369,7195.3,0.3
1149.83,7.374,7200.8,0.29
1150.33,7.379,7206.05,0.29
1150.78,7.384,7210.88,0.29
1151.23,7.389,7215.57,0.29
1151.62,7.394,7220.08,0.29
1152.14,7.399,7224.52,0.29
1152.62,7.404,7229.06,0.3
1153.08,7.409,7233.84,0.29
1153.57,7.414,7238.48,0.29
1154.08,7.419,7243.47,0.29
1154.56,7.424,7248.76,0.29
1155.11,7.429,7254.04,0.29
1155.66,7.434,7259.19,0.3
1156.19,7.439,7264.2,0.3
1156.65,7.444,7268.77,0.3
1157.04,7.449,7273.48,0.3
1157.48,7.454,7277.97,0.3
1157.97,7.459,7282.9,0.3
1158.52,7.464,7287.68,0.3
1159.03,7.469,7292.83,0.3
1159.51,7.474,7297.88,0.3
1160.04,7.479,7303.02,0.3
1160.5,7.484,7307.94,0.3
1161.05,7.489,7313.03,0.3
1161.51,7.494,7318.09,0.3
1162.04,7.499,7323.01,0.3
1162.59,7.504,7327.96,0.3
1163.07,7.509,7333.13,0.3
1163.58,7.514,7338.15,0.3
1164.13,7.519,7343.05,0.3
1164.63,7.524,7348.16,0.3
1165.12,7.529,7353.51,0.3
1165.67,7.534,7358.85,0.3
1166.28,7.539,7364.17,0.3
1166.88,7.544,7369.78,0.3
1167.38,7.549,7375.1,0.3
1167.93,7.554,7380.01,0.3
1168.44,7.559,7384.75,0.3
1168.84,7.564,7389.47,0.3
1169.3,7.569,7394.01,0.3
1169.76,7.574,7398.66,0.3
1170.29,7.579,7403.4,0.3
1170.77,7.584,7408.22,0.3
1171.28,7.589,7413.51,0.3
1171.83,7.594,7418.99,0.3
1172.38,7.599,7424.39,0.3
1172.93,7.604,7429.94,0.3
1173.48,7.609,7435.36,0.31
1174.03,7.614,7440.32,0.31
1174.53,7.619,7444.96,0.31
1174.94,7.624,7449.16,0.31
1175.28,7.629,7453.08,0.31
1175.66,7.634,7456.95,0.31
1176.04,7.639,7460.69,0.31
1176.38,7.644,7464.97,0.31
